Kanban Board,కంబన్ బోర్డు,
Label,లేబుల్,
Language Name,భాష పేరు,
Last Name,చివరి పేరు,
Leaderboard,లీడర్బోర్డ్,
Letter Head,లెటర్ హెడ్,
Level,స్థాయి,
Limit,పరిమితి,
Log,లోనికి ప్రవేశించండి,
Logs,చిట్టాలు,
Low,తక్కువ,
Maintenance Manager,మెయింటెనెన్స్ మేనేజర్గా,
Maintenance User,నిర్వహణ వాడుకరి,
Male,మగ,
Mandatory,తప్పనిసరి,
Mapping,మ్యాపింగ్,
Mapping Type,మ్యాపింగ్ పద్ధతి,
Medium,మీడియం,
Meeting,సమావేశం,
Message Examples,సందేశం ఉదాహరణలు,
Method,విధానం,
Middle Name,మధ్య పేరు,
Middle Name (Optional),మధ్య పేరు (ఆప్షనల్),
Monday,సోమవారం,
Monthly,మంత్లీ,
More,మరిన్ని,
More Information,మరింత సమాచారం,
Move,తరలింపు,
My Account,నా ఖాతా,
New Address,క్రొత్త చిరునామా,
New Contact,న్యూ సంప్రదించండి,
Next,తదుపరి,
No Data,ఏ డేటా,
No address added yet.,ఏ చిరునామా ఇంకా జోడించారు.,
No contacts added yet.,పరిచయాలు లేవు ఇంకా జోడించారు.,
No items found.,అంశాలు కనుగొనబడలేదు.,
None,గమనిక,
Not Permitted,అనుమతించబడదు,
Not active,చురుకుగా,
Number,సంఖ్య,
Online,ఆన్లైన్,
Operation,ఆపరేషన్,
Options,ఎంపికలు,
Other,ఇతర,
Owner,యజమాని,
Page Missing or Moved,తప్పిపోయిన లేదా తరలించబడింది పేజీ,
Parameter,పరామితి,
Password,పాస్వర్డ్,
Period,కాలం,
Pincode,పిన్కోడు,
Please enable pop-ups,పాప్-అప్లను ఎనేబుల్ చెయ్యండి,
Please select Company,కంపెనీ దయచేసి ఎంచుకోండి,
Please select {0},దయచేసి ఎంచుకోండి {0},
Please set Email Address,ఇమెయిల్ అడ్రస్ సెట్ దయచేసి,
Portal Settings,పోర్టల్ సెట్టింగులు,
Preview,ప్రివ్యూ,
Primary,ప్రాథమిక,
Print Format,ప్రింట్ ఫార్మాట్,
Print Settings,ముద్రణా సెట్టింగ్లను,
Print taxes with zero amount,సున్నా మొత్తాన్ని పన్నులను ముద్రించండి,
Private,ప్రైవేట్,
Property,ఆస్తి,
Public,పబ్లిక్,
Published,ప్రచురణ,
Purchase Manager,కొనుగోలు మేనేజర్,
Purchase Master Manager,కొనుగోలు మాస్టర్ మేనేజర్,
Purchase User,కొనుగోలు వాడుకరి,
Query Options,ప్రశ్న ఎంపికల్లో,
Range,రేంజ్,
Rating,రేటింగ్,
Received,స్వీకరించిన,
Recipients,గ్రహీతలు,
Redirect URL,మళ్లించే URL,
Reference,సూచన,
Reference Date,ప్రస్తావన తేదీ,
Reference Document,రిఫరెన్స్ డాక్యుమెంట్,
Reference Document Type,సూచన డాక్యుమెంట్ టైప్,
Reference Owner,రిఫరెన్స్ యజమాని,
Reference Type,సూచన టైప్,
Refresh Token,రిఫ్రెష్ టోకెన్,
Region,ప్రాంతం,
Rejected,తిరస్కరించబడిన,
Reopen,మళ్ళీ తెరువు,
Replied,బదులిచ్చారు,
Report,నివేదిక,
Report Builder,నివేదిక బిల్డర్,
Report Type,నివేదిక రకం,
Reports,నివేదికలు,
Response,రెస్పాన్స్,
Role,పాత్ర,
Route,రూట్,
Sales Manager,అమ్మకాల నిర్వాహకుడు,
Sales Master Manager,సేల్స్ మాస్టర్ మేనేజర్,
Sales User,సేల్స్ వాడుకరి,
Salutation,సెల్యుటేషన్,
Sample,నమూనా,
Saturday,శనివారం,
Saved,సేవ్,
Scheduled,షెడ్యూల్డ్,
Search,శోధన,
Secret Key,సీక్రెట్ కీ,
Select,ఎంచుకోండి,
Select DocType,Select DOCTYPE,
Send Now,ప్రస్తుతం పంపండి,
Sent,పంపిన,
Series {0} already used in {1},ఇప్పటికే ఉపయోగించిన సిరీస్ {0} {1},
Service,సర్వీస్,
Set as Default,డిఫాల్ట్ గా సెట్,
Settings,సెట్టింగులు,
Shipping,షిప్పింగ్,
Short Name,సంక్షిప్త నామం,
Slideshow,స్లైడ్,
Source,మూల,
Source Name,మూలం పేరు,
Standard,ప్రామాణిక,
Start Date,ప్రారంబపు తేది,
Start Import,దిగుమతి ప్రారంభించండి,
State,రాష్ట్రం,
Stopped,ఆగిపోయింది,
Subject,Subject,
Submit,సమర్పించండి,
Summary,సారాంశం,
Sunday,ఆదివారం,
System Manager,వ్యవస్థ మేనేజర్,
Target,టార్గెట్,
Task,టాస్క్,
Tax Category,పన్ను వర్గం,
Test,టెస్ట్,
Thank you,ధన్యవాదాలు,
The page you are looking for is missing. This could be because it is moved or there is a typo in the link.,మీరు కోసం చూస్తున్నాయి పేజీ లేదు. తరలించారు లేదా లింక్ లో ఒక అక్షర దోషం ఉంది ఎందుకంటే ఇది జరిగింది.,
Timespan,కాల వ్యవధి,
To,టు,
To Date,తేదీ,
Traceback,.ట్రేస్బ్యాక్,
URL,URL,
Unsubscribed,తప్పుకునే,
User,వాడుకరి,
User ID,వినియోగదారుని గుర్తింపు,
Users,వినియోగదారులు,
Validity,చెల్లుబాటు,
Warning,హెచ్చరిక,
Website,వెబ్సైట్,
Website Manager,వెబ్సైట్ మేనేజర్,
Website Settings,వెబ్సైట్ సెట్టింగ్లు,
Wednesday,బుధవారం,
Week,వారం,
Weekdays,వారపు రోజులు,
Weekly,వీక్లీ,
Welcome email sent,స్వాగతం ఇమెయిల్ పంపారు,
Workflow,వర్క్ఫ్లో,
You need to be logged in to access this page,ఈ పేజీని ప్రాప్తి చెయ్యడానికి లాగిన్ అయి అవసరం,
old_parent,old_parent,
{0} is mandatory,{0} తప్పనిసరి,
 to your browser,మీ బ్రౌజర్‌కు,
"""Company History""",&quot;కంపెనీ చరిత్ర&quot;,
"""Parent"" signifies the parent table in which this row must be added",&quot;తల్లిదండ్రుల&quot; ఈ వరుస జత చేయాలి దీనిలో మాతృ పట్టిక సూచిస్తుంది,
"""Team Members"" or ""Management""",&quot;జట్టు సభ్యులు&quot; లేదా &quot;నిర్వహణ&quot;,
&lt;head&gt; HTML,&lt;head&gt; HTML,
'In Global Search' not allowed for type {0} in row {1},&#39;గ్లోబల్ సెర్చ్&#39; రకం కోసం అనుమతి లేదు {0} వరుసగా {1},
'In List View' not allowed for type {0} in row {1},&#39;లిస్ట్ వ్యూ&#39; వరుసగా రకం {0} అనుమతించబడలేదు {1},
'Recipients' not specified,&#39;గ్రహీతలు&#39; పేర్కొనబడలేదు,
(Ctrl + G),(Ctrl + G),
** Failed: {0} to {1}: {2},** విఫలమైంది: {0} కు {1}: {2},
**Currency** Master,** కరెన్సీ ** మాస్టర్,
0 - Draft; 1 - Submitted; 2 - Cancelled,0 - డ్రాఫ్ట్; 1 - Submitted; 2 - రద్దయింది,
0 is highest,0 అత్యధిక ఉంది,
1 Currency = [?] Fraction\nFor e.g. 1 USD = 100 Cent,= [?] ఉదా 1 USD కోసం ఫ్రేక్షన్ = 100 సెంట్ 1 కరెన్సీ,
1 comment,1 వ్యాఖ్య,
1 hour ago,1 గంట క్రితం,
1 minute ago,1 నిమిషం క్రితం,
1 month ago,1 నెల క్రితం,
1 year ago,1 సంవత్సరం క్రితం,
; not allowed in condition,; పరిస్థితి లో అనుమతించబడవు,
"<h4>Default Template</h4>\n<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>\n<pre><code>{{ address_line1 }}&lt;br&gt;\n{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}\n{{ city }}&lt;br&gt;\n{% if state %}{{ state }}&lt;br&gt;{% endif -%}\n{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}\n{{ country }}&lt;br&gt;\n{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}\n{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}\n{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}\n</code></pre>","<h4> Default మూస </h4><p> ఉపయోగాలు <a href=""http://jinja.pocoo.org/docs/templates/"">జింజ Templating</a> మరియు అందుబాటులో ఉంటుంది (ఏదైనా ఉంటే కస్టమ్ ఫీల్డ్స్ సహా) అడ్రస్ అన్ని రంగాల్లో </p><pre> <code>{{ address_line1 }}&lt;br&gt; {% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%} {{ city }}&lt;br&gt; {% if state %}{{ state }}&lt;br&gt;{% endif -%} {% if pincode %} PIN: {{ pincode }}&lt;br&gt;{% endif -%} {{ country }}&lt;br&gt; {% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%} {% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%} {% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}</code> </pre>",
A Lead with this Email Address should exist,ఈ ఇమెయిల్ చిరునామాతో లీడ్ ఉండాలి,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,క్లయింట్ అనువర్తనం వినియోగదారు తర్వాత అది అనుమతిస్తుంది ప్రాప్యత కలిగి ఉంటుంది ఇది వనరుల జాబితా. <br> ఉదా ప్రాజెక్ట్,
A log of request errors,అభ్యర్థన పొరపాట్లను చిట్టా,
A new account has been created for you at {0},ఒక కొత్త ఖాతా వద్ద మీరు కోసం సృష్టించబడింది {0},
A symbol for this currency. For e.g. $,ఈ కరెన్సీ కోసం ఒక చిహ్నం. ఉదా $ కోసం,
A word by itself is easy to guess.,దానికదే ద్వారా ఒక పదం ఊహించడం సులభం.,
API Endpoint Args,API ముగింపు స్థానం ఆర్గ్లు,
API Key cannot be  regenerated,API కీ పునరుత్పత్తి చేయబడదు,
API Password,API పాస్వర్డ్,
API Secret,API సీక్రెట్,
API Username,API పేరును,
ASC,ASC,
About Us Settings,మమ్మల్ని సెట్టింగ్స్ గురించి,
About Us Team Member,మా గురించి జట్టు సభ్యుడు గురించి,
Accept Payment,చెల్లింపు అంగీకరించు,
Access Key ID,కీ ID ని ప్రాప్యత చేయండి,
Access Token URL,యాక్సెస్ టోకెన్ URL,
Action Failed,చర్య విఫలమైంది,
Action Timeout (Seconds),యాక్షన్ సమయం ముగిసింది (సెకన్లు),
"Actions for workflow (e.g. Approve, Cancel).",వర్క్ఫ్లో కోసం చర్యలు (ఉదా రద్దు ఆమోదించండి).,
Active Domains,Active డొమైన్స్,
Active Sessions,యాక్టివ్ సెషన్స్,
Activity Log,కార్యాచరణ లాగ్,
Activity log of all users.,అన్ని వినియోగదారుల సూచించే లాగ్.,
Add / Manage Email Domains.,జోడించు / ఇమెయిల్ డొమైన్ నిర్వహించండి.,
Add / Update,జోడించు / నవీకరించు,
Add A New Rule,ఒక కొత్త నియమం జోడించండి,
Add Another Comment,మరో వ్యాఖ్య జోడించండి,
Add Attachment,జోడింపు జోడించండి,
Add Column,కాలమ్ జోడించండి,
Add Contact,సంప్రదించండి జోడించండి,
Add Contacts,పరిచయాలను జోడించు,
Add Filter,వడపోత జోడించండి,
Add Group,సమూహాన్ని జోడించండి,
Add New Permission Rule,కొత్త అనుమతి నియమాన్ని జోడించండి,
Add Review,సమీక్షను జోడించండి,
Add Signature,సంతకం జోడించండి,
Add Subscribers,చందాదార్లు జోడించండి,
Add Total Row,మొత్తం రో జోడించండి,
Add Unsubscribe Link,చందా రద్దుచేసే లింక్ జోడించండి,
Add User Permissions,వినియోగదారు అనుమతులను జోడించండి,
Add a New Role,ఒక కొత్త పాత్ర జోడించండి,
Add a column,ఒక కాలమ్ జోడించండి,
Add a comment,ఒక వ్యాఖ్యను జోడించండి,
Add a new section,క్రొత్త విభాగాన్ని జోడించండి,
Add a tag ...,ట్యాగ్ను జోడించు ...,
Add all roles,అన్ని పాత్రలు జోడించండి,
Add custom forms.,కస్టమ్ రూపాలు జోడించండి.,
Add custom javascript to forms.,రకాల కస్టమ్ జావాస్క్రిప్ట్ జోడించండి.,
Add fields to forms.,రూపాలు ఖాళీలను జోడించండి.,
Add meta tags to your web pages,మీ వెబ్ పేజీలకు మెటా ట్యాగ్‌లను జోడించండి,
Add script for Child Table,చైల్డ్ టేబుల్ కోసం స్క్రిప్ట్‌ని జోడించండి,
Add to table,పట్టికకు జోడించు,
Add your own translations,మీ సొంత అనువాదాలు జోడించవచ్చు,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO",&lt;Head&gt; లో చేర్చబడింది HTML వెబ్ పేజీ యొక్క విభాగం ప్రధానంగా వెబ్సైట్ ధృవీకరణ మరియు SEO కోసం ఉపయోగిస్తారు,
Added {0},{0},
Adding System Manager to this User as there must be atleast one System Manager,ఈ యూజర్ సిస్టమ్ మేనేజర్ జోడించడం కనీసం ఒక వ్యవస్థ మేనేజర్ అక్కడ ఉండాలి,
Additional Permissions,అదనపు అనుమతులు,
Address Template,చిరునామా మూస,
Address Title is mandatory.,చిరునామా శీర్షిక తప్పనిసరి.,
Address and other legal information you may want to put in the footer.,చిరునామా మరియు ఇతర చట్టపరమైన సమాచారం మీరు ఫుటరు లో ఉంచాలి కావలసిన ఉండవచ్చు.,
Addresses And Contacts,చిరునామాల్లో కాంటాక్ట్స్,
Adds a client custom script to a DocType,క్లయింట్ కస్టమ్ స్క్రిప్ట్‌ను డాక్‌టైప్‌కు జోడిస్తుంది,
Adds a custom field to a DocType,ఒక DOCTYPE ఒక కస్టమ్ ఫీల్డ్ జతచేస్తుంది,
Admin,అడ్మిన్,
Administrator Logged In,అడ్మినిస్ట్రేటర్ లాగ్,
Administrator accessed {0} on {1} via IP Address {2}.,అడ్మినిస్ట్రేటర్ ప్రాప్తి {0} లో {1} IP చిరునామా ద్వారా {2}.,
Advanced,అధునాతన,
Advanced Control,ఆధునిక నియంత్రణ,
Advanced Search,అధునాతన శోధన,
Align Labels to the Right,లేబుల్లను కుడికి సమలేఖనం చేయండి,
Align Value,విలువ సమలేఖనం,
All Images attached to Website Slideshow should be public,వెబ్సైట్ స్లయిడ్షోకు జోడించబడిన అన్ని చిత్రాలు పబ్లిక్గా ఉండాలి,
All customizations will be removed. Please confirm.,అన్ని వినియోగాలను తొలగించబడుతుంది. దయచేసి సరిచూడండి.,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""",అన్ని సాధ్యం వర్క్ఫ్లో స్టేట్స్ మరియు కార్య ప్రవాహాలను పాత్రలు. Docstatus ఐచ్ఛికాలు: 0 &quot;సేవ్&quot; 1 &quot;సమర్పించిన&quot; మరియు 2 &quot;రద్దయింది&quot; ఉంది,
All-uppercase is almost as easy to guess as all-lowercase.,ఆల్ అప్పర్కేస్ ద్వితీయ శ్రేణి అక్షర ఊహించడం దాదాపు సులభం.,
Allocated To,కేటాయించడం,
Allow,అనుమతించు,
Allow Bulk Edit,బల్క్ మార్చు అనుమతించు,
Allow Comments,వ్యాఖ్యలు అనుమతించు,
Allow Consecutive Login Attempts ,వరుస లాగిన్ ప్రయత్నాలను అనుమతించు,
Allow Dropbox Access,డ్రాప్బాక్స్ ప్రాప్తిని అనుమతించు,
Allow Edit,ఎడిట్ అనుమతించు,
Allow Guest to View,గెస్ట్ చూడండి అనుమతించు,
Allow Import (via Data Import Tool),దిగుమతి అనుమతించు (డేటా దిగుమతి సాధనం ద్వారా),
Allow Incomplete Forms,అసంపూర్ణ పత్రాలు అనుమతించు,
Allow Login After Fail,లాగిన్ తరువాత లాగిన్ అనుమతించు,
Allow Login using Mobile Number,మొబైల్ నంబర్ ఉపయోగించి లాగిన్ అనుమతించు,
Allow Login using User Name,యూజర్ పేరును ఉపయోగించి లాగిన్ అనుమతించు,
Allow Modules,గుణకాలు అనుమతించు,
Allow Multiple,బహుళ అనుమతించు,
Allow Print,ప్రింట్ అనుమతిస్తుంది,
Allow Print for Cancelled,రద్దయింది కోసం ప్రింట్ అనుమతిస్తుంది,
Allow Print for Draft,డ్రాఫ్ట్ కోసం ప్రింట్ అనుమతిస్తుంది,
Allow Read On All Link Options,అన్ని లింక్ ఐచ్ఛికాలపై చదవండి,
Allow Rename,పేరు మార్చు అనుమతించు,
Allow Roles,పాత్రలు అనుమతించు,
Allow Self Approval,నేనే ఆమోదం అనుమతించు,
Allow approval for creator of the document,పత్రం యొక్క సృష్టికర్తకు అనుమతిని అనుమతించండి,
Allow events in timeline,కాలక్రమం లో ఈవెంట్స్ అనుమతించు,
Allow in Quick Entry,త్వరిత ఎంట్రీలో అనుమతించు,
Allow on Submit,సమర్పించండి అనుమతించు,
Allow only one session per user,యూజర్ శాతం మాత్రమే ఒక సెషన్ని మాత్రమే అనుమతించు,
Allow page break inside tables,పట్టికలు లోపల పుట విరుపు అనుమతించు,
Allow saving if mandatory fields are not filled,తప్పనిసరి ఖాళీలను భర్తీ కాకపోతే సేవ్ అనుమతించు,
Allow user to login only after this hour (0-24),వినియోగదారు ఈ గంట తర్వాత లాగిన్ (0-24) అనుమతించు,
Allow user to login only before this hour (0-24),వినియోగదారు ఈ గంట ముందు లాగిన్ (0-24) అనుమతించు,
Allowed,అనుమతి,
Allowed In Mentions,ప్రస్తావనలలో అనుమతించబడింది,
"Allowing DocType, DocType. Be careful!","DOCTYPE, doctype అనుమతిస్తుంది. జగ్రత్త!",
Already Registered,ఇప్పటికే నమోదు,
Also adding the dependent currency field {0},కూడా ఆధారపడి కరెన్సీ రంగంలో {0},
"Always add ""Draft"" Heading for printing draft documents",ఎల్లప్పుడూ &quot;చిత్తుప్రతి&quot; ముద్రణ డ్రాఫ్ట్ పత్రాల కోసం శీర్షిక జోడించడానికి,
Always use Account's Email Address as Sender,పంపేవారికి వంటి ఖాతా యొక్క ఇమెయిల్ చిరునామాను ఉపయోగించండి,
Always use Account's Name as Sender's Name,ఖాతా పేరును పంపినవారి పేరుగా ఎల్లప్పుడూ ఉపయోగించండి,
Amend,చక్కదిద్దు,
Amending,సవరణ,
Amount Based On Field,మొత్తం రంగంలో ఆధారంగా,
Amount Field,మొత్తం ఫీల్డ్,
Amount must be greater than 0.,మొత్తం 0 కంటే ఎక్కువ ఉండాలి.,
An error occured during the payment process. Please contact us.,చెల్లింపు విధానంలో ఒక లోపం సంభవించింది. దయచేసి మమ్మల్ని సంప్రదించండి.,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],.ico పొడిగింపుతో ఒక ఐకాన్ ఫైల్. 16 x 16 px ఉండాలి. ఒక ఇష్టాంశ చిహ్నం జెనరేటర్ ఉపయోగించి ఉత్పత్తి. [favicon-generator.org],
Ancestors Of,పూర్వీకులు,
Another transaction is blocking this one. Please try again in a few seconds.,మరో లావాదేవీ ఈ ఒక నిరోధిస్తోంది. కొన్ని సెకన్లలో మళ్ళీ ప్రయత్నించండి.,
"Another {0} with name {1} exists, select another name","మరో {0} పేరు {1} ఉంది తో, మరొక పేరును ఎంచుకోండి",
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,ఏదైనా స్ట్రింగ్-ఆధారిత ప్రింటర్ భాషలను ఉపయోగించవచ్చు. ముడి ఆదేశాలను వ్రాయడానికి ప్రింటర్ తయారీదారు అందించిన ప్రింటర్ యొక్క స్థానిక భాషపై జ్ఞానం అవసరం. ప్రింటర్ తయారీదారు వారి స్థానిక ఆదేశాలను ఎలా వ్రాయాలి అనే దానిపై అందించిన డెవలపర్ మాన్యువల్‌ని చూడండి. ఈ ఆదేశాలు సర్వర్ వైపు జింజా టెంప్లేటింగ్ లాంగ్వేజ్ ఉపయోగించి ఇవ్వబడతాయి.,
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","కాకుండా వ్యవస్థ మేనేజర్ నుండి, సెట్ వాడుకరి అనుమతులు పాత్రలు కుడి డాక్యుమెంట్ టైప్ ఇతర వినియోగదారులకు అనుమతులు సెట్ చేయవచ్చు.",
Api Access,API యాక్సెస్,
App,అనువర్తనం,
App Access Key,అనువర్తనం యాక్సెస్ కీ,
App Client ID,అనువర్తనం క్లయింట్ ID,
App Client Secret,అనువర్తనం క్లయింట్ సీక్రెట్,
App Name,App పేరు,
App Secret Key,App సీక్రెట్ కీ,
App not found,App దొరకలేదు,
App {0} already installed,App {0} ఇప్పటికే ఇన్స్టాల్,
App {0} is not installed,App {0} ఇన్స్టాల్ కాలేదు,
Append To,కలపవచ్చు,
Append To can be one of {0},టు ఒకటి ఉంటుంది జోడించు {0},
Append To is mandatory for incoming mails,వచ్చే మెయిల్స్ తప్పనిసరి జోడించు,
"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","(, క్షేత్రాలు &quot;స్థితి&quot; కలిగి ఉండాలి &quot;సబ్జెక్ట్&quot;) ఈ DOCTYPE వ్యతిరేకంగా సమాచారంగా జోడించు",
Applicable Document Types,వర్తించే పత్ర రకాలు,
Apply,వర్తించు,
Apply Strict User Permissions,కఠినమైన వినియోగదారు అనుమతులను వర్తించు,
Apply To All Document Types,అన్ని పత్ర రకాలకు వర్తించండి,
Apply this rule if the User is the Owner,వాడుకరి యజమాని ఉంటే ఈ నియమం వర్తించు,
Apply to all Documents Types,అన్ని పత్రాల రకానికి వర్తించండి,
Appreciate,అభినందిస్తున్నాము,
Appreciation,ప్రశంసతో,
Archive,ఆర్కైవ్,
Archived,బధ్రపరచబడింది,
Archived Columns,బధ్రపరిచారు లు,
Are you sure you want to delete the attachment?,మీరు అటాచ్మెంట్ తొలగించాలనుకుంటున్నారా మీరు భావిస్తున్నారా?,
Are you sure you want to relink this communication to {0}?,మీరు {0} ఈ కమ్యూనికేషన్ మళ్లీ లింక్ నిశ్చయించుకున్నారా?,
Are you sure?,మీరు చెప్పేది నిజమా?,
Arial,Arial,
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","ఒక ఉత్తమ సాధన, వివిధ పాత్రలు అనుమతి పాలన అదే సెట్ కేటాయించి లేదు. బదులుగా, అదే యూజర్ బహుళ పాత్రలు సెట్.",
Assign Condition,షరతు కేటాయించండి,
Assign To Users,వినియోగదారులకు కేటాయించండి,
"Assign one by one, in sequence","వరుసగా, ఒక్కొక్కటిగా కేటాయించండి",
Assign to me,నాకు అప్పగించుము,
Assign to the one who has the least assignments,తక్కువ పనులను కలిగి ఉన్నవారికి కేటాయించండి,
Assigned,అసైన్డ్,
Assigned By,అప్పగించింది,
Assigned By Full Name,పూర్తి పేరు అప్పగించింది,
Assigned By Me,నా అప్పగించింది,
Assigned To,కేటాయించిన,
Assigned To/Owner,/ యజమాని అసైన్డ్,
Assignment,అసైన్మెంట్,
Assignment Complete,పూర్తి అసైన్మెంట్,
Assignment Completed,అసైన్మెంట్ పూర్తయింది,
Assignment Rule,అసైన్మెంట్ రూల్,
Assignment Rule User,అసైన్మెంట్ రూల్ యూజర్,
Assignment Rules,అసైన్మెంట్ నియమాలు,
Assignment closed by {0},అసైన్మెంట్ మూసివేయబడింది {0},
Assignment for {0} {1},{0} {1} కోసం కేటాయింపు,
Atleast one field of Parent Document Type is mandatory,మాతృ డాక్యుమెంట్ టైప్ యొక్క ఒక ఫీల్డ్ తప్పనిసరి,
Attach,అటాచ్,
Attach Document Print,డాక్యుమెంట్ ప్రింట్ అటాచ్,
Attach Image,చిత్రం అటాచ్,
Attach Print,ప్రింట్ అటాచ్,
Attach Your Picture,మీ చిత్రం అటాచ్,
Attach file for Import,దిగుమతి కోసం ఫైల్ను అటాచ్ చేయండి,
Attach files / urls and add in table.,ఫైల్లను / URL లను అటాచ్ చేసి పట్టికలో చేర్చండి.,
Attached To DocType,DOCTYPE జత,
Attached To Field,ఫీల్డ్కు జోడించబడింది,
Attached To Name,పేరుకి జోడించిన,
Attachment Limit (MB),జోడింపు పరిమితి (MB),
